Title,Video_URL,Views
Lehanga : Jass Manak (Official Video) Satti Dhillon - Punjabi Song - GK Digital - Geet MP3,https://www.youtube.com/watch?v=RKioDWlajvo,1666731087
"Vaaste Song: Dhvani Bhanushali, Tanishk Bagchi | Nikhil D | Bhushan Kumar | Radhika Rao, Vinay Sapru",https://www.youtube.com/watch?v=BBAyRBTfsOU,1563801806
"Laung Laachi Title Song | Mannat Noor | Ammy Virk, Neeru Bajwa,Amberdeep | Latest Punjabi Song 2018",https://www.youtube.com/watch?v=YpkJO_GrCo0,1511792128
"Lut Gaye (Full Song) Emraan Hashmi, Yukti | Jubin N, Tanishk B, Manoj M | Bhushan K | Radhika-Vinay",https://www.youtube.com/watch?v=sCbbMZ-q4-I,1363999468
Mile Ho Tum - Reprise Version | Neha Kakkar | Tony Kakkar | Fever | Gaurav Jang,https://www.youtube.com/watch?v=N2-HsIYd0Go,1307986422
"DILBAR Lyrical | Satyameva Jayate |John Abraham, Nora Fatehi,Tanishk B, Neha Kakkar,Dhvani, Ikka",https://www.youtube.com/watch?v=JFcgOboQZ08,1286259198
"SIMMBA: Aankh Marey Lyrical | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi, Mika Singh,Neha,Kumar S",https://www.youtube.com/watch?v=vu5-aKf_QqA,1227655729
"Cham Cham Full Video | BAAGHI | Tiger Shroff, Shraddha Kapoor| Meet Bros, Monali Thakur| Sabbir Khan",https://www.youtube.com/watch?v=f6vY6tYvKGA,1194197935
FILHALL | Akshay Kumar Ft Nupur Sanon | BPraak | Jaani | Arvindr Khaira | Ammy Virk | DESI MELODIES,https://www.youtube.com/watch?v=hMy5za-m5Ew,1131102054
Bom Diggy Diggy  (VIDEO) | Zack Knight | Jasmin Walia | Sonu Ke Titu Ki Sweety,https://www.youtube.com/watch?v=yIIGQB6EMAM,1039791728
"Tujh Mein Rab Dikhta Hai Song | Rab Ne Bana Di Jodi | Shah Rukh Khan, Anushka Sharma | Roop Kumar",https://www.youtube.com/watch?v=qoq8B8ThgEM,1022132174
"Bum Bum Bole (Full Song) Film - Taare Zameen Par |  Shaan, Aamir Khan",https://www.youtube.com/watch?v=NJ1NIIdHhXs,1015464056
"Full Song: KHAIRIYAT (BONUS TRACK) | CHHICHHORE | Sushant, Shraddha | Pritam, Amitabh B|Arijit Singh",https://www.youtube.com/watch?v=hoNb6HuNmU0,989831562
Dil Laga Liya - Full Video | Dil Hai Tumhaara | Preity & Arjun Rampal | Alka Yagnik & Udit Narayan,https://www.youtube.com/watch?v=6qBdQzPnw4E,981270141
Badshah – Genda Phool | Jacqueline Fernandez | Payal Dev | Hit Anthem of the Year 2021,https://www.youtube.com/watch?v=SD4Z8dlZPd8,977952225
Leja Re | Dhvani Bhanushali | Tanishk Bagchi | Rashmi Virag |Radhika Rao| Vinay Sapru | Siddharth,https://www.youtube.com/watch?v=NNqLB7znMLU,974141514
"Swag Se Swagat Song | Tiger Zinda Hai | Salman Khan, Katrina Kaif | Vishal - Shekhar, Neha B, Irshad",https://www.youtube.com/watch?v=xmU0s2QtaEY,961596826
"Kala Chashma | Baar Baar Dekho | Sidharth M Katrina K | Prem, Hardeep, Badshah, Kam, Neha, Indeep",https://www.youtube.com/watch?v=k4yXQkG2s1E,960612263
"SIMMBA: Aankh Marey | Ranveer Singh, Sara Ali Khan | Tanishk Bagchi,Mika Singh,Neha Kakkar,  Kumar S",https://www.youtube.com/watch?v=_KhQT-LGb-4,955845292
"Phir Bhi Tumko Chaahunga - Full Song | Arijit Singh | Arjun K & Shraddha K | Mithoon, Manoj M",https://www.youtube.com/watch?v=_iktURk0X-A,948687286
Official Video: Humnava Mere Song | Jubin Nautiyal | Manoj Muntashir | Rocky - Shiv | Bhushan Kumar,https://www.youtube.com/watch?v=TmRgK-pXH9c,935018042
"'PREM RATAN DHAN PAYO' Title Song (Full VIDEO) | Salman Khan, Sonam Kapoor | Palak Muchhal T-Series",https://www.youtube.com/watch?v=bPk9bSvQQoc,918623109
Titliaan | Harrdy Sandhu | Sargun Mehta | Afsana Khan | Jaani | Avvy Sra | Arvindr Khaira,https://www.youtube.com/watch?v=YPohR_9v6HA,914690329
8 Parche | Baani Sandhu | Gur Sidhu | Gurneet Dosanjh | Punjabi Song | Ishtar Punjabi #punjabisong,https://www.youtube.com/watch?v=8WWv5_k8D14,914128067
"Jagga Jasoos: Galti Se Mistake Video Song | Ranbir, Katrina | Pritam, Arijit, Amit | Amitabh B",https://www.youtube.com/watch?v=05TA9jNnCdU,907798346
Jaha Tum Rahoge | Maheruh | Amit Dolawat & Drisha More | Altamash Faridi | Kalyan Bhardhan,https://www.youtube.com/watch?v=Mi3GdCyzHCY,891549329
Official Video: Nikle Currant Song | Jassi Gill | Neha Kakkar | Sukh-E Muzical Doctorz | Jaani,https://www.youtube.com/watch?v=uBaqgt5V0mU,888357115
"Badri Ki Dulhania (Title Track) Varun, Alia, Tanishk, Neha, Monali, Ikka | ""Badrinath Ki Dulhania""",https://www.youtube.com/watch?v=1YBl3Zbt80A,887598081
"Lyrical: Tum Hi Aana | Marjaavaan | Riteish D, Sidharth M, Tara S |Jubin Nautiyal,Payal Dev,Kunaal V",https://www.youtube.com/watch?v=tLqtnGLfm4Q,877069865
Prada : Jass Manak (Official Video) Satti Dhillon - Superhit Romantic Song - GK Digital - Geet MP3,https://www.youtube.com/watch?v=PjTU0DmBWiU,842931495
Raataan Lambiyan – Official Video | Shershaah | Sidharth – Kiara | Tanishk B| Jubin Nautiyal  |Asees,https://www.youtube.com/watch?v=gvyUuxdRdR4,833783187
'Abhi Toh Party Shuru Hui Hai' FULL VIDEO Song | Khoobsurat | Badshah | Aastha,https://www.youtube.com/watch?v=8LZgzAZ2lpQ,829165828
"Jhoome Jo Pathaan Song | Shah Rukh Khan, Deepika | Vishal & Sheykhar, Arijit Singh, Sukriti, Kumaar",https://www.youtube.com/watch?v=YxWlaYCA8MU,827852683
"Bole Chudiyan Full Video - K3G|Amitabh, Shah Rukh, Kajol, Kareena, Hrithik|Udit Narayan",https://www.youtube.com/watch?v=IBvg3WeqP1U,822295635
Badshah - Paani Paani | Jacqueline Fernandez | Official Music Video | Aastha Gill | Trending Songs,https://www.youtube.com/watch?v=nFjVlf2r9_Q,810521626
Laila Main Laila | Raees | Shah Rukh Khan | Sunny Leone | Pawni Pandey | Ram Sampath,https://www.youtube.com/watch?v=95I5VaR7GeU,800746807
"""3 Peg Sharry Mann"" (Full Video) | Mista Baaz | Parmish Verma | Ravi Raj | Latest Punjabi Songs 2016",https://www.youtube.com/watch?v=hzTg4zPBtDU,800216989
Full Video: Papa Mere Papa | Main Aisa Hi Hoon | Sushmita Sen |  Himesh Reshammiya,https://www.youtube.com/watch?v=bhRswBsogNw,792377267
